rd(i),uf(i),Rnorm(i),Product
0.343,-0.24751415973465946,2.2942723799690268,-0.567864900330471
0.346,-0.2446210400916051,2.287520933486016,-0.5595757499806686
0.349,-0.24162223005642303,2.2807100028930227,-0.5510702370110032
0.352,-0.2385203875430977,2.273780104080065,-0.5423429116129621
0.355,-0.2353181524455334,2.266760979102133,-0.5334100056379422
0.358,-0.23201814566752033,2.2596526279592273,-0.5242804125918391
0.361,-0.22862296821895425,2.2524550506513474,-0.514962959459686
0.364,-0.22513520037508497,2.245197989233486,-0.5054730991878187
0.367,-0.22155740089572035,2.2378517016506505,-0.49581260660778315
0.37,-0.21789210630145353,2.2304161879028412,-0.4859900811110086
0.373,-0.21414183020411903,2.2229509321000407,-0.47602678105385504
0.376,-0.2103090626888115,2.2153964501322663,-0.46591795091143723
0.379,-0.20639626974492525,2.207752741999519,-0.45567193046783105
0.382,-0.2024058927437909,2.2000792918117793,-0.4453090131662904
0.385,-0.19834034796059652,2.192346357514058,-0.43483073939948463
0.388,-0.1942020261383894,2.1845539391063538,-0.4242448011830537
0.391,-0.18999329209205498,2.1767020365886673,-0.41355878583496164
0.394,-0.18571648435026816,2.1688203920159896,-0.40278569839238
0.397,-0.18137391483350432,2.1608495212783376,-0.39192173704035577
0.4,-0.17696786856628569,2.1528786505406865,-0.3809903460680467
0.403,-0.17250060342192378,2.1448482956930524,-0.3699876252555363
0.406,-0.16797434989809829,2.136758456735436,-0.3589206126593986
0.409,-0.16339131092169032,2.128638875722828,-0.3478010963832259
0.412,-0.15875366168135968,2.120489552655229,-0.336635481041086
0.415,-0.15406354948642847,2.112310487532639,-0.3254300513266866
0.418,-0.14932309365069574,2.104101680355058,-0.3141909722662446
0.421,-0.14453438539987548,2.095833389067494,-0.30291999078940834
0.424,-0.13969948780140806,2.08756509777993,-0.2916317749119526
0.427,-0.1348204357154543,2.079267064437375,-0.2803276915962405
0.43,-0.12989923576593612,2.0709392890398286,-0.2690134309639248
0.433,-0.12493786633054031,2.0625817715872907,-0.257694565674382
0.436,-0.11993827754865198,2.0542242541347537,-0.2463801187395867
0.439,-0.11490239134623241,2.0458369946272246,-0.23507156298725734
0.442,-0.10983210147670174,2.0374199930647046,-0.22377411942894357
0.445,-0.10472927357692999,2.0290029915021845,-0.21249600938544164
0.448,-0.09959574523748216,2.0205562478846733,-0.20123880530232477
0.451,-0.09443332608630237,2.012109504267162,-0.1900101929378091
0.454,-0.08924379788506014,2.0036627606496507,-0.17881447444123905
0.457,-0.08402891463741803,1.9951862749771483,-0.16765333718580286
0.46,-0.0787904027085142,1.9867097893046455,-0.15653366436426042
0.463,-0.0735299609549865,1.9782333036321431,-0.14545941757592543
0.466,-0.06824926086489636,1.9697270759046492,-0.1344324170360659
0.469,-0.06294994670694028,1.9612505902321469,-0.1234606201340688
0.472,-0.05763363568836537,1.9527443625046532,-0.11254375718110246
0.475,-0.05230191812103412,1.9442381347771591,-0.10168738373290709
0.478,-0.04695635759510693,1.9357319070496655,-0.09089491963568239
0.481,-0.04159849115983861,1.9272554213771629,-0.08017091760890895
0.484,-0.03622982951100733,1.9187491936496692,-0.06951595616031031
0.487,-0.03085185718451767,1.9102429659221756,-0.05893454317236041
0.49,-0.025466032755740855,1.9017664802496728,-0.04843044747980816
0.493,-0.02007378904417641,1.8932602525221793,-0.038004906914854385
0.496,-0.014676533323038742,1.8847837668496765,-0.02766209176089176
0.499,-0.009275647533391426,1.8763072811771742,-0.017403965004535428
0.502,-0.0038724885024697692,1.8678605375596626,-0.007233268455916796
0.505,0.0015316118341504384,1.8593840518871603,0.0028478546181009675
0.508,0.006935346206863699,1.8509373082696488,0.012836891040050414
0.511,0.012337431783135074,1.8425203067071287,0.022731968593040313
0.514,0.01773660993568494,1.8340735630896177,0.03253024738187239
0.517,0.02313164600803893,1.8256565615270974,0.04223044131349836
0.52,0.02852132907771,1.8172693020195687,0.05183093578572048
0.523,0.03390447171726662,1.8088820425120398,0.06132919005022093
0.526,0.03927990975352851,1.800494783004511,0.0707232725881161
0.529,0.04464650202511947,1.7921372655519734,0.08001266005575824
0.532,0.05000313013859544,1.7838094901544272,0.08919605807865341
0.535,0.055348698223355204,1.7754817147568809,0.09827060163116383
0.538,0.06068213268553044,1.7671539393593343,0.10723466982396093
0.541,0.06600238196104236,1.7588559060167794,0.11608867932335469
0.544,0.07130841626800229,1.7505876147292154,0.1248316303447201
0.547,0.07659922735862466,1.742349065496643,0.13346259220606457
0.55,0.08187382827081252,1.7341105162640702,0.14197826661121452
0.553,0.0871312530795667,1.7258719670314977,0.15037738714235102
0.556,0.09237055664836281,1.7176929019089073,0.15866424950026745
0.559,0.0975908143806319,1.7095138367863174,0.16683284752693536
0.562,0.10279112197147394,1.7013645137187183,0.17488516724759823
0.565,0.10797059515972603,1.6932151906511195,0.18281745186809034
0.568,0.11312836948050196,1.685125351693503,0.19063548340734343
0.571,0.11826360001830966,1.6770355127358865,0.19833225709469773
0.574,0.12337546116085356,1.6689754158332613,0.20591061159455595
0.577,0.1284631463536167,1.660915318930636,0.21336640769675025
0.58,0.1335258678553157,1.6529147061379934,0.22070687062788968
0.583,0.1385628564943155,1.6449140933453505,0.22792399546168887
0.586,0.14357336142608576,1.636943222607699,0.23502144093343671
0.589,0.14855664989177594,1.629002093925039,0.2419990937401919
0.592,0.15351200697798198,1.6210907072973697,0.24885688797057556
0.595,0.15843873537777264,1.613209062724692,0.2555948037980621
0.598,0.1633361551530399,1.6053274181520143,0.26220800824270635
0.601,0.1682036034982334,1.597505257689319,0.2687061409507174
0.604,0.17304043450553555,1.5896830972266236,0.27507945387020044
0.607,0.1778460189315301,1.5818906788189195,0.28133295961284055
0.61,0.18261974396541342,1.5741280024662068,0.28746685277916634
0.613,0.187361012998795,1.566395068168485,0.29348136672836395
0.616,0.19206924539712972,1.5586918759257549,0.29937677241569627
0.619,0.196743876272822,1.5510184257380155,0.30515337725026725
0.622,0.20138435626003928,1.5433747176052677,0.31081152397295675
0.625,0.20599015129126894,1.5357607515275111,0.3163515895543449
0.628,0.21056074237565034,1.5281765275047456,0.3217739841124427
0.631,0.2150956253791118,1.5206220455369714,0.3270791498500391
0.634,0.2195943108063392,1.5130675635691972,0.3322610288254047
0.637,0.2240563235846008,1.5055725657114054,0.3373330539631323
0.64,0.22848120284945111,1.498107309908605,0.3422893601654735
0.643,0.23286850173233428,1.4906420541058045,0.34712358175882785
0.646,0.23721778715010547,1.4832362824129866,0.35185002873475757
0.649,0.24152863959648685,1.4758602527751599,0.3564625190873116
0.652,0.2458006529354734,1.4684842231373332,0.3609543808725979
0.655,0.2500334341967016,1.4611676776094886,0.36534077236991935
0.658,0.2542266033727924,1.4538808741366358,0.3696151963404232
0.661,0.25837979321867915,1.4465940706637828,0.3737706768494755
0.664,0.2624926490529284,1.439366751300912,0.377823191507684
0.667,0.2665648285610612,1.4321691739930327,0.38176593033588935
0.67,0.27059600160088076,1.4250013387401448,0.3855996645389855
0.673,0.2745858500098113,1.4178335034872565,0.38931701772743704
0.676,0.27853406741425063,1.410725152344351,0.3929350146860604
0.679,0.2824403590409402,1.4036465432564365,0.39644643364392257
0.682,0.2863044415303526,1.3965976762235133,0.39985211773376117
0.685,0.2901260427520971,1.3895785512455814,0.4031529261660727
0.688,0.2939049016223424,1.3825891683226408,0.40634973349998194
0.691,0.2976407679232559,1.3756295274546912,0.4094434289295199
0.694,0.3013334021244537,1.368699628641733,0.41243491558508977
0.697,0.30498257520646227,1.361799471883766,0.4153251098499113
0.7,0.3085880684861843,1.3549290571807904,0.4181149406912269
0.703,0.31214967344436434,1.3480883845328058,0.420805349006056
0.706,0.31566719155504974,1.3412774539398125,0.4233972869812882
0.709,0.3191404341170392,1.3344962654018107,0.4258917174679014
0.712,0.32256922208731176,1.3277745609737912,0.42829920724063775
0.715,0.32595338591643036,1.3210528565457715,0.4306016515656666
0.718,0.3292927653859093,1.3143608941727432,0.43280953355723906
0.721,0.3325872094475384,1.307698673854706,0.4349238527355833
0.724,0.33583657606465467,1.3010959376466515,0.43695560483088286
0.727,0.33904073205535046,1.2944932014385968,0.4388859226564161
0.73,0.3421995529376092,1.2879499493405249,0.440735896870344
0.733,0.34531292277635706,1.2814066972424525,0.4424862918899897
0.736,0.34838073403242076,1.2749229292543631,0.4441585859283991
0.739,0.351402887413378,1.2684391612662733,0.44573318377717186
0.742,0.35437929172629135,1.262014877388166,0.4472319383968607
0.745,0.3573098637323109,1.2556203355650501,0.44864553100026655
0.748,0.36019452800313545,1.2492257937419342,0.4499642951462182
0.751,0.36303321677931794,1.2428907360288008,0.4512106220057497
0.754,0.3658258698304026,1.2365854203706586,0.45237493702669024
0.757,0.36857243431688114,1.2303098467675075,0.45345829518712927
0.76,0.37127286465395354,1.2240342731643565,0.4544507110323505
0.763,0.3739271223770804,1.217818183671188,0.4553752489986502
0.766,0.37653517600931286,1.211631836233011,0.4562220067144837
0.769,0.3790970009303853,1.2054752308498247,0.4569920447110324
0.772,0.3816125792475579,1.1993483675216299,0.45768642394627723
0.775,0.38408189966819317,1.1932512462484264,0.4583062054405346
0.778,0.38650495737405277,1.187183867030214,0.45885244992167595
0.781,0.3888817538973,1.1811462298669928,0.45932621747985963
0.784,0.39121229699819204,1.175138334758763,0.459728567231606
0.787,0.3934966005444487,1.1691601817055244,0.46006055699305376
0.79,0.39573468439228116,1.1631820286522858,0.46031147299948566
0.793,0.3979265742690664,1.1572633597090296,0.4605058442561245
0.796,0.4000723016576516,1.151374432820765,0.4606330194083766
0.799,0.4021719036822743,1.145515247987491,0.4606940479802018
0.802,0.4042254229960813,1.1396858052092085,0.4606899766933218
0.805,0.40623290767023273,1.1338861044859174,0.46062184919218757
0.808,0.40819441108457494,1.1281161458176174,0.46049070577702284
0.811,0.4101099918198667,1.1223759292043087,0.4602975831447943
0.814,0.4119797135515437,1.1166654546459913,0.46004351413795985
0.817,0.41380364494500627,1.110984722142665,0.4597295275008498
0.82,0.415581859552413,1.10533373169433,0.45935664764353756
0.823,0.4173144357109678,1.0996827412459949,0.4589134826241626
0.826,0.41900145644268233,1.0940912349076424,0.458425820907475
0.829,0.4206430093555993,1.088529470624281,0.45788231229565496
0.832,0.42223918654646175,1.082997448395911,0.45728396164258317
0.835,0.42379008450481254,1.077465426167541,0.456619164006556
0.838,0.4252958040185076,1.0719928880491532,0.45591407722498656
0.841,0.42675645008062996,1.0665203499307658,0.45514443847520486
0.844,0.428172131797787,1.0611072959223606,0.4543365729612624
0.847,0.4295429622997771,1.0556942419139554,0.45346603195453794
0.85,0.43086905865060976,1.0503406720155328,0.45255929661378147
0.853,0.4321505417608643,1.0449871021171102,0.45159174231302485
0.856,0.4333875363013725,1.0396632742736787,0.4505771050204877
0.859,0.4345801706182094,1.0343989305402297,0.44952926372146634
0.862,0.43572857664897763,1.029134586806781,0.44842334868955236
0.865,0.43683288984037066,1.023899985128323,0.4472731894111179
0.868,0.43789324906699983,1.0186951255048566,0.4460797183160368
0.871,0.43890979655147044,1.0135200079363815,0.44484386048420194
0.874,0.43988267778569246,1.0083448903679062,0.4435534505065551
0.877,0.4408120414534112,1.0032292569094134,0.44223553678402727
0.88,0.441698039353943,0.998143365505912,0.4408779675381074
0.883,0.44254082632710257,0.9930574741024105,0.439468475179586
0.886,0.44334056017930656,0.9880310668088914,0.4380342466336118
0.889,0.44409740161083944,0.9830046595153723,0.43654981506212476
0.892,0.4448115141442685,0.9780079942768446,0.4350292167794823
0.895,0.44548306405399196,0.9730410710933081,0.4334733178010251
0.898,0.4461122202969085,0.9681038899647627,0.4318829758302543
0.901,0.44669915444419267,0.9631964508912084,0.43025904017675015
0.904,0.44724404061416273,0.9583187538726456,0.42860235167833133
0.907,0.4477470554062284,0.9534410568540829,0.426900425709818
0.91,0.4482083778359033,0.9486228439455024,0.4251807060628949
0.913,0.4486281892708698,0.943804631036922,0.4234173626475557
0.916,0.4490066733680827,0.939016160183333,0.421624522322789
0.919,0.4493440160118979,0.934257431384735,0.419802986207377
0.922,0.44964040525321364,0.9295284446411284,0.41795354654282635
0.925,0.4498960312496113,0.9248291999525129,0.41607698664238874
0.928,0.4501110862064818,0.9201299552638974,0.4141606936149544
0.931,0.4502857643191265,0.9154901946852645,0.41223220204052025
0.934,0.45042026171581795,0.9108504341066315,0.41026549091427533
0.937,0.45051477640180954,0.9062404155829898,0.4082746981926536
0.94,0.4505695082042807,0.9016601391143393,0.4062605654481512
0.943,0.45058465871820547,0.89710960470068,0.4042238250668801
0.946,0.4505604312531317,0.8925590702870208,0.4021517996274144
0.949,0.45049703078086034,0.8880680199833441,0.40007200613393423
0.952,0.45039466388401,0.8835769696796671,0.3979583522745258
0.955,0.45025353870545803,0.8791156614309817,0.39582493749068887
0.958,0.45007386489864365,0.8746840952372874,0.3936724513088192
0.961,0.44985585357872293,0.8702525290435931,0.3914881942819479
0.964,0.4495997172745637,0.8658804469598812,0.3892996041467354
0.967,0.4493056698815684,0.8615083648761693,0.3870805929892619
0.97,0.44897392661531427,0.8571660248474487,0.3848451959369991
0.973,0.44860470396599905,0.8528236848187283,0.38258071666329807
0.976,0.4481982196536813,0.84854082889999,0.38031448881643454
0.979,0.44775469258430417,0.844257972981252,0.3780204691540683
0.982,0.44727434280649175,0.8400048591175051,0.3757126213160418
0.985,0.4467573914691073,0.8357814873087495,0.37339155710822775
0.988,0.44620406077956254,0.831587857554985,0.3710578789360107
0.991,0.4456145739628672,0.8273942278012206,0.3686989263209764
0.994,0.4449891552214087,0.8232303401024474,0.36632857359482107
0.997,0.44432802969545176,0.8190961944586654,0.36394739821486144
1.0,0.4436314234243468,0.8149917908698748,0.36155596826276015
1.003,0.44289956330843794,0.8108873872810841,0.3591416697191123
1.006,0.44213267707166004,0.8068127257472846,0.35671827033013
1.009,0.44133099322481517,0.8027678062684764,0.3542863132693727
1.012,0.4404947410295181,0.7987526288446595,0.351846332389575
1.015,0.4396241504628019,0.7947374514208425,0.3493857769218602
1.018,0.4387194521823733,0.7907520160520167,0.346918291294448
1.021,0.437780877492509,0.7867963227381821,0.3444443845762007
1.024,0.43680865831058263,0.7828406294243477,0.34195156500986135
1.027,0.4358030271342146,0.7789146781655044,0.3394533746237994
1.03,0.434764217009033,0.7750184689616524,0.33695029782565233
1.033,0.4336924614970403,0.7711520018127915,0.33444280985455965
1.036,0.4325879946455727,0.7672855346639308,0.33191851076082585
1.039,0.4314510509568466,0.7634488095700612,0.3293907912407564
1.042,0.43028186535808144,0.759641826531183,0.3268601021238575
1.045,0.42908067317219145,0.7558348434923046,0.324314123452676
1.048,0.42784771008903644,0.7520576025084175,0.3217661230882772
1.051,0.42658321213722483,0.7483101035795215,0.3192165276596917
1.054,0.4252874156564586,0.7445626046506257,0.31665310592630613
1.057,0.4239605572704144,0.7408745898317124,0.31410160397254244
1.06,0.42260287386014916,0.7371568329578078,0.3115245960936155
1.063,0.4212146025380269,0.7334985601938856,0.3089603044942825
1.066,0.419795980622153,0.7298402874299634,0.30638401915921554
1.069,0.418347245611314,0.7262117567210326,0.3038086881547976
1.072,0.41686863516040984,0.7225832260121017,0.3012222832174708
1.075,0.4153603870563754,0.718984437358162,0.29863765418859645
1.078,0.4138227391945798,0.7154153907592135,0.2960551566659384
1.081,0.4122559295556995,0.7118760862152563,0.2934751376511438
1.084,0.4106601961830544,0.7083367816712991,0.29088572172480903
1.087,0.4090357771604034,0.704797477127342,0.288287383797474
1.09,0.4073829105901879,0.7013176566933672,0.2857048282320341
1.093,0.4057018345722207,0.6978378362593926,0.2831140904043445
1.096,0.4039927871828088,0.6943580158254178,0.28051563011603536
1.099,0.4022560064543074,0.6909079374464343,0.2779218677447851
1.102,0.40049173035509417,0.687487601122442,0.27533309897119956
1.105,0.3987001967699607,0.684097006853441,0.2727496112422081
1.108,0.39688164348091165,0.6807064125844401,0.2701598797545081
1.111,0.3950363081483671,0.6773455603704303,0.2675760895094217
1.114,0.3931644282927593,0.6739847081564205,0.2649868124603813
1.117,0.39126624127652077,0.6706535979974019,0.2624041124870182
1.12,0.3893419842864529,0.6673224878383833,0.2598166615739685
1.123,0.38739189431647364,0.6640211197343561,0.2572363994400382
1.126,0.3854162081507341,0.66074949368532,0.25466356439371346
1.129,0.38341516234710016,0.657477867636284,0.25208698335939106
1.132,0.3813889932209935,0.6542359836422391,0.24951840313025997
1.135,0.37933793682958317,0.6510238417031855,0.24695804093855553
1.138,0.3772622289563258,0.6478116997641319,0.2443948857970025
1.141,0.37516210509584536,0.6445995578250784,0.2418293270575075
1.144,0.3730378004391497,0.6414468999960072,0.23928394067302175
1.147,0.37088954985917444,0.6382942421669362,0.23673666415499783
1.15,0.36871758789665376,0.6351415843378649,0.23418787294991664
1.153,0.36652214874630695,0.6320186685637852,0.23164884044977854
1.156,0.3643034662433412,0.6288957527897052,0.22910890264700504
1.159,0.362061773850259,0.6258025790706166,0.22657919185837444
1.162,0.35979730464397197,0.6227391474065191,0.22405986673315073
1.165,0.3575102913032083,0.6196757157424218,0.22154044564859732
1.168,0.3552009660962165,0.6166420261333156,0.2190318434180821
1.171,0.35286956086875293,0.6136083365242094,0.21652370425470374
1.174,0.3505163070323554,0.6106043889700945,0.21402679547954542
1.177,0.3481414355528906,0.6076004414159796,0.21153088991712915
1.18,0.3457451769393782,0.6046262359168559,0.20904660491926358
1.183,0.343327761233079,0.6016817724727235,0.20657405591781097
1.186,0.3408894179968507,0.598737309028591,0.20410321280775692
1.189,0.33843037630475786,0.5957928455844586,0.2016343969308308
1.192,0.3359508647319404,0.5928781241953173,0.1991779185040676
1.195,0.3334511113447284,0.5899931448611674,0.1967338698397276
1.198,0.3309313436910044,0.5871081655270174,0.1942924941098165
1.201,0.3283917887908053,0.5842231861928674,0.1918540971669394
1.204,0.32583267312716213,0.5813679489137086,0.1894286728650091
1.207,0.3232542226371707,0.5785424536895412,0.18701629113001395
1.21,0.32065666270329257,0.5757169584653735,0.1846074785631968
1.213,0.3180402181448778,0.5729212052961973,0.1822119851122289
1.216,0.3154051132099104,0.570125452127021,0.1798204827719744
1.219,0.3127515715669671,0.567359441012836,0.17744255682012042
1.222,0.3100798162973914,0.564593429898651,0.17506902702568783
1.225,0.30739006988767287,0.561827418784466,0.17270016952496783
1.228,0.304682554222034,0.5590911497252721,0.17034531954122953
1.231,0.3019574905752148,0.5563846227210696,0.16800450447149182
1.234,0.2992150996054577,0.553678095716867,0.16566884655928252
1.237,0.29645560134768245,0.5510013107676557,0.16334742492698662
1.24,0.2936792152068544,0.5483245258184444,0.16103151642103133
1.243,0.29088615995153594,0.5456477408692331,0.15872137602768197
1.246,0.28807665370762336,0.5430006979750129,0.15642582403354557
1.249,0.28525091395226077,0.5403833971357841,0.1541448579176099
1.252,0.28240915750793283,0.5377660962965553,0.15187007019144005
1.255,0.2795516005367271,0.5351487954573263,0.14960170229539718
1.258,0.2766784585347683,0.5325612366730887,0.14734822203808012
1.261,0.2737899463268183,0.5299736778888512,0.14510146482381506
1.264,0.27088627806103727,0.5274158611596047,0.1428697196198821
1.267,0.2679676672039083,0.5248580444303584,0.14064498577920842
1.27,0.2650343265353149,0.5223299697561034,0.13843537176352025
1.273,0.2620864681437761,0.5198018950818482,0.13623304281644324
1.276,0.25912430342182896,0.5173035624625842,0.13404592528074774
1.279,0.2561480430615623,0.5148052298433203,0.13186635218222428
1.282,0.2531578970502923,0.5123068972240564,0.12969453674560236
1.285,0.2501540746663834,0.5098383066597838,0.12753812983195403
1.288,0.24713678447520537,0.5073994581505022,0.12539707053177665
1.291,0.2441062343252306,0.5049308675862296,0.12325677268104615
1.294,0.24106263134426154,0.5025217611319395,0.12113921804621779
1.297,0.23800618193579323,0.500082912622658,0.11902282468464974
1.3,0.23493709177550082,0.49767380616836787,0.11692203667404065
1.303,0.2318555658078567,0.4952944417690689,0.114836773037854
1.306,0.22876180824286768,0.49291507736976997,0.1127601444092816
1.309,0.22565602255293676,0.490535712970471,0.11069233790908552
1.312,0.22253841146983994,0.4881860906261633,0.1086401571096177
1.315,0.21940917698182272,0.4858364682818555,0.10659697965347734
1.318,0.21626852033080693,0.48351658799253905,0.10456941704054683
1.321,0.2131166420097125,0.48119670770322254,0.10255102649183995
1.324,0.20995374175988477,0.47887682741390614,0.10054198175765215
1.327,0.20678001856863237,0.47658668917958086,0.09854860443811675
1.33,0.2035956706668662,0.47432629300024687,0.09657077973831375
1.333,0.2004008955268445,0.4720361547659216,0.09459646813613885
1.336,0.1971958898600144,0.4697757585865876,0.09263784874914545
1.339,0.19398084961495568,0.46754510446224484,0.09069479659689945
